transaction_id,customer_id,transaction_date,region,channel,product_category,quantity,unit_price,discount_rate,payment_type,line_total,is_weekend,days_since_prev_txn,txn_count_30d,basket_value_30d,quantity_std,unit_price_std,line_total_std,days_since_prev_txn_std,txn_count_30d_std,basket_value_30d_std,discount_rate_mm
744,1046,2024-03-05,LATAM,retail,electronics,2,176.17822703821645,0.35408695895090275,wallet,227.59162878578533,False,60.0,0,0.0,-0.7919600491085834,0.9968293988433229,-0.2092125696572391,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.7450486145530194
783,1047,2024-01-30,NA,retail,apparel,1,39.53857994643437,0.31805759708723413,card,26.96303421642995,False,60.0,0,0.0,-1.4788291289946056,-0.8729277534764732,-1.0368969942921222,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.6686492916367521
180,1049,2024-04-30,NA,partner,sports,3,109.71955354152473,0.13994980044611952,wallet,283.09297175505304,False,60.0,0,0.0,-0.10509096922256139,0.08741853055662578,0.019755774663697,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.29097635030134794
399,1050,2024-03-08,EU,online,home,6,79.24631932227254,0.10937951299909374,card,423.4703730469902,False,60.0,0,0.0,1.955516270435505,-0.32957279552233293,0.5988765568705022,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.22615285242353628
493,1058,2024-06-29,EU,online,apparel,2,54.13000889085668,0.16295030400298421,bank_transfer,90.61901497281468,True,60.0,0,0.0,-0.7919600491085834,-0.6732607518991502,-0.774287051178036,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.3397483187066394
300,1059,2024-01-06,NA,retail,electronics,3,234.68308806397252,0.036264621643860726,card,678.5171840073592,True,60.0,0,0.0,-0.10509096922256139,1.7974014485859933,1.6510609348641396,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.07111463065949794
590,1059,2024-07-21,NA,online,home,3,85.63636063382424,0.1100504955643632,card,228.6361101232301,True,197.0,0,0.0,-0.10509096922256139,-0.24213239516863985,-0.2049036079328125,5.080284282473595,-0.22458335282841688,-0.17328216500273388,0.22757565346756195
869,1060,2024-04-17,EU,partner,beauty,2,26.786410085099767,0.1373016369363965,cash,46.21718426553194,False,60.0,0,0.0,-0.7919600491085834,-1.047426599992166,-0.9574648468485749,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.285360988589421
944,1060,2024-04-23,NA,online,home,4,84.06793412569792,0.07303623677456578,card,311.7117143349794,False,6.0,1,46.21718426553194,0.5817781106634606,-0.263594516477306,0.13782113586948308,-2.165991503532145,3.8587503349609804,0.41371655448773953,0.14908788228559205
536,1062,2024-02-06,EU,retail,beauty,2,28.165211527780052,0.22781101250943397,card,43.497732344188194,False,60.0,0,0.0,-0.7919600491085834,-1.028559280630981,-0.9686838258962577,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.477283760841655
683,1070,2024-08-18,APAC,online,beauty,5,32.542232940960666,0.019412311009726128,cash,159.55256497079893,True,60.0,0,0.0,1.2686471905494827,-0.9686647531835109,-0.48990472875490754,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.035379745126574
446,1071,2024-06-08,EU,retail,beauty,4,37.392304358719336,0.03597705301143026,card,144.18815777034462,True,60.0,0,0.0,0.5817781106634606,-0.9022970779470202,-0.5532899135081605,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.07050484886839165
909,1073,2024-03-30,APAC,partner,electronics,3,254.48713397044708,0.19659781301181214,card,613.3665599766395,True,60.0,0,0.0,-0.10509096922256139,2.068397146149731,1.3822849067948764,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.41109698471467243
266,1073,2024-05-19,APAC,online,electronics,5,205.20643746974028,0.07166629713456121,cash,952.5002597405456,True,50.0,0,0.0,1.2686471905494827,1.3940472285770922,2.7813660386041015,-0.49669236958317875,-0.22458335282841688,-0.17328216500273388,0.14618296097922712
240,1081,2024-05-30,NA,online,apparel,1,57.929184168116805,0.27543320759954826,bank_transfer,41.973563159067425,False,60.0,0,0.0,-1.4788291289946056,-0.6212733873328311,-0.974971718695092,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.5782653845084321
99,1082,2024-06-01,APAC,online,beauty,2,32.009074595603344,0.16973089776860592,card,53.152291255498625,True,60.0,0,0.0,-0.7919600491085834,-0.9759604148071187,-0.9288543686109495,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.35412639108615984
452,1082,2024-08-09,EU,retail,sports,2,130.13144256328303,0.21867826824781122,wallet,203.34904811790958,False,69.0,0,0.0,-0.7919600491085834,0.366731865325081,-0.30922426776450535,0.22414134734932945,-0.22458335282841688,-0.17328216500273388,0.4579180146317843
19,1083,2024-07-20,NA,retail,beauty,2,27.068815694696013,0.18029467404078411,card,44.376904784701466,True,60.0,0,0.0,-0.7919600491085834,-1.0435622025084466,-0.9650568387404984,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.37652660338209765
871,1086,2024-04-19,NA,retail,electronics,4,215.6969901156555,0.033210312460417765,wallet,834.1345027085717,False,60.0,0,0.0,0.5817781106634606,1.537598432484344,2.2930533246773006,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.06463804763049674
110,1089,2024-06-18,NA,online,beauty,4,24.043852643693747,0.041616097333510536,cash,92.1729653272048,False,60.0,0,0.0,0.5817781106634606,-1.0849553590372794,-0.7678762974779201,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.0824622954013591
806,1090,2024-07-06,EU,online,home,3,65.69021687861027,0.010902361730984519,card,194.92211511603853,True,60.0,0,0.0,-0.10509096922256139,-0.5150725391259727,-0.3439892084653146,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.017334619448030143
781,1093,2024-07-29,NA,online,sports,5,83.26454068834465,0.07466765765484668,card,385.23686234719645,False,60.0,0,0.0,1.2686471905494827,-0.274588035983464,0.4411458935358151,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.152547267747831
526,1094,2024-03-15,NA,online,electronics,2,243.19984014849857,0.20406584636586497,bank_transfer,387.14211786510424,False,60.0,0,0.0,-0.7919600491085834,1.9139434513173135,0.4490059412050262,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.4269327548269672
463,1095,2024-06-28,NA,online,apparel,2,41.7013926595,0.0569925185712735,bank_transfer,78.64945052781096,False,60.0,0,0.0,-0.7919600491085834,-0.843332137376365,-0.8236669617638538,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.11506759593056434
518,1097,2024-01-16,LATAM,online,home,4,82.50379498248043,0.23674500141000204,card,251.8857356920903,False,60.0,0,0.0,0.5817781106634606,-0.2849979701051524,-0.10898830232423805,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.4962280514879215
270,1097,2024-05-21,EU,retail,beauty,4,31.923664689543774,0.08867920312515894,card,116.37079817616103,False,126.0,0,0.0,0.5817781106634606,-0.9771291515986195,-0.6680492045254453,2.386642498146854,-0.22458335282841688,-0.17328216500273388,0.18225838478045858
286,1097,2024-08-13,LATAM,online,sports,3,105.93856152935389,0.05855528659634646,card,299.2058960921937,False,84.0,0,0.0,-0.10509096922256139,0.035679983157774715,0.08622893387511443,0.7932205975592043,-0.22458335282841688,-0.17328216500273388,0.11838140480241012
976,1100,2024-02-24,NA,retail,beauty,3,25.84575694187313,0.20972865613951305,bank_transfer,61.27548321463676,True,60.0,0,0.0,-0.10509096922256139,-1.0602983614452581,-0.895342498195221,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.4389405953806628
464,1101,2024-04-10,NA,retail,electronics,5,266.4183126104713,0.16501129711624937,card,1112.281406355475,False,60.0,0,0.0,1.2686471905494827,2.231661667630862,3.440536116963807,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.3441186008943827
642,1101,2024-08-07,NA,retail,electronics,2,216.75222551429326,0.034984326948944176,wallet,418.3385895799799,False,119.0,0,0.0,-0.7919600491085834,1.5520381209347882,0.5777056103493428,2.1210721813822455,-0.22458335282841688,-0.17328216500273388,0.06839979912306857
453,1102,2024-04-29,APAC,retail,sports,2,120.31566423011505,0.12141665279749249,bank_transfer,211.41467800037498,False,60.0,0,0.0,-0.7919600491085834,0.2324141754403979,-0.27594986715916925,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.25167729368136094
653,1103,2024-02-18,NA,retail,sports,5,116.04730819334233,0.1124255247614323,card,515.0031433627709,True,60.0,0,0.0,1.2686471905494827,0.17400660927446368,0.9764909667041126,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.23261184098731422
983,1108,2024-05-11,APAC,online,sports,5,119.1272897915282,0.029714060952386184,bank_transfer,577.9376712078508,True,60.0,0,0.0,1.2686471905494827,0.21615263163906429,1.2361245876290503,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.05722433741910547
267,1110,2024-04-17,NA,retail,beauty,2,25.274225461436803,0.0851705485136839,bank_transfer,46.24321163125543,False,60.0,0,0.0,-0.7919600491085834,-1.0681191154948053,-0.9573574720983812,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.17481837411143708
21,1111,2024-04-30,APAC,retail,apparel,4,43.08233171381472,0.08673053611619627,card,157.38311194855905,False,60.0,0,0.0,0.5817781106634606,-0.8244355672469917,-0.49885471158432065,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.17812628716970016
26,1111,2024-06-03,NA,online,beauty,1,28.319506651427183,0.32754330487464683,card,19.043641850399183,False,34.0,0,0.0,-1.4788291289946056,-1.0264479284930943,-1.0695680984685019,-1.103710236473712,-0.22458335282841688,-0.17328216500273388,0.6887634878049244
801,1114,2024-01-03,EU,partner,sports,2,150.94396326041272,0.048174031067973654,card,287.34476816956504,False,60.0,0,0.0,-0.7919600491085834,0.6515273859481905,0.03729637338325534,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.09636822298726928
979,1114,2024-03-25,APAC,retail,beauty,6,30.296924858632106,0.15091877039278914,wallet,154.34730127370773,False,82.0,0,0.0,1.955516270435505,-0.9993892239754714,-0.5113788147267875,0.7173433641978877,-0.22458335282841688,-0.17328216500273388,0.31423576522480484
136,1116,2024-03-13,NA,online,electronics,4,163.76471235363562,0.1466910124142999,cash,558.9676036029767,False,60.0,0,0.0,0.5817781106634606,0.8269646607462515,1.1578644097888608,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.3052709146056733
351,1120,2024-05-07,APAC,online,apparel,4,51.26093399686641,0.08089369555269146,card,188.45699043350916,False,60.0,0,0.0,0.5817781106634606,-0.712520757452122,-0.37066079540703684,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.16574941886130976
615,1120,2024-06-13,APAC,online,apparel,4,48.96398921677768,0.009285546434610884,bank_transfer,194.037327285126,False,37.0,0,0.0,0.5817781106634606,-0.7439518173418604,-0.3476393616666801,-0.989894386431737,-0.22458335282841688,-0.17328216500273388,0.013906204745848902
411,1121,2024-02-11,APAC,retail,sports,2,124.23521476505765,0.014567787837028721,wallet,244.85076502894518,True,60.0,0,0.0,-0.7919600491085834,0.2860487376086178,-0.13801076374429094,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.025107059985861883
470,1121,2024-08-11,NA,online,electronics,1,206.3510269894342,0.01960068389030583,wallet,202.30640573897432,True,182.0,0,0.0,-1.4788291289946056,1.4097096258861281,-0.3135256429466489,4.51120503226372,-0.22458335282841688,-0.17328216500273388,0.03577918491089581
889,1122,2024-01-04,APAC,online,electronics,2,228.56717448080607,0.11567581854144386,card,404.25495896206763,False,60.0,0,0.0,-0.7919600491085834,1.7137121723877455,0.5196042129399755,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.23950400424603235
456,1131,2024-05-13,NA,online,electronics,4,180.00697924061785,0.15993377838695838,card,604.8711316585723,False,60.0,0,0.0,0.5817781106634606,1.049221489772038,1.3472373916858793,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.33335185474771645
35,1133,2024-08-01,NA,online,apparel,2,58.10085183947761,0.14939800977752538,card,98.84140041656157,False,60.0,0,0.0,-0.7919600491085834,-0.6189243117666936,-0.7403659624132873,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.3110110319707575
362,1134,2024-08-01,NA,online,sports,3,86.0562910097197,0.10564078510969932,wallet,230.89571059147247,False,60.0,0,0.0,-0.10509096922256139,-0.2363861286894863,-0.1955817257879652,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.2182249773643355
769,1135,2024-02-03,NA,retail,home,1,84.79429707254161,0.1436761276273817,card,72.611380824273,True,60.0,0,0.0,-1.4788291289946056,-0.25365507105317653,-0.8485767522112494,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.2988779299821135
834,1143,2024-02-04,NA,retail,beauty,3,28.04957856848321,0.0570104375506866,wallet,79.35137946354486,True,60.0,0,0.0,-0.10509096922256139,-1.0301415853082165,-0.820771184875447,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.11510559265944596
953,1143,2024-05-27,APAC,online,sports,6,92.01521868456264,0.11666427868062942,wallet,487.6819774145266,False,113.0,0,0.0,1.955516270435505,-0.15484502493714752,0.8637787007045146,1.8934404812982957,-0.22458335282841688,-0.17328216500273388,0.2416000082121655
22,1144,2024-03-29,APAC,online,apparel,3,57.993836411717,0.031067963767580902,card,168.5762580100043,False,60.0,0,0.0,-0.10509096922256139,-0.6203886953897687,-0.45267788082095256,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.06009525305637656
253,1148,2024-02-15,NA,online,apparel,4,48.29321255863207,0.133449418839824,cash,167.39404563509814,False,60.0,0,0.0,0.5817781106634606,-0.753130628037518,-0.45755504587023565,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.27719246050342394
215,1148,2024-06-25,NA,partner,beauty,6,27.062416677693925,0.27831015143226,card,117.18402836401205,False,131.0,0,0.0,1.955516270435505,-1.0436497657308503,-0.6646942592267854,2.5763355815501456,-0.22458335282841688,-0.17328216500273388,0.584365868933302
911,1148,2024-07-03,NA,retail,beauty,2,32.55784286058669,0.10756479592735013,card,58.111530274905896,False,8.0,1,117.18402836401205,-0.7919600491085834,-0.9684511493028721,-0.9083952466038618,-2.0901142701708286,3.8587503349609804,1.3150576308448156,0.22230479216395094
55,1153,2024-04-29,NA,online,sports,5,139.71940340692458,0.20851501574610792,wallet,552.9290490274644,False,60.0,0,0.0,1.2686471905494827,0.49793213365949135,1.1329526190235046,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.4363671025535949
27,1155,2024-04-06,LATAM,retail,home,5,79.23288562482341,0.11668334706567336,card,349.9386366622367,True,60.0,0,0.0,1.2686471905494827,-0.32975662029370945,0.2955246191636392,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.2416404422257341
588,1156,2024-01-24,EU,online,home,3,76.30966682339582,0.1874407176950889,wallet,186.01838432083616,False,60.0,0,0.0,-0.10509096922256139,-0.3697575232387645,-0.38072115744870544,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.39167960272704316
571,1158,2024-08-15,NA,online,sports,5,141.53930164176617,0.01068372471489289,card,700.1356735334368,False,60.0,0,0.0,1.2686471905494827,0.5228353576761895,1.7402470606169234,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.01687100535303066
96,1160,2024-03-10,NA,online,beauty,3,34.84075335372386,0.09756179614436772,wallet,94.32488063253497,True,60.0,0,0.0,-0.10509096922256139,-0.9372121325643267,-0.7589986657266817,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.20109369179966574
851,1163,2024-08-23,NA,online,apparel,5,52.81629110481746,0.016704627716476923,bank_transfer,259.67007312273205,False,60.0,0,0.0,1.2686471905494827,-0.6912374759236687,-0.0768743613315585,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.02963817326474963
361,1164,2024-07-21,EU,retail,beauty,5,29.67974855016111,0.12909059151777247,card,129.2418612686103,True,60.0,0,0.0,1.2686471905494827,-1.007834575244791,-0.6149502010011473,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.26794968075690095
122,1168,2024-06-09,NA,online,home,5,70.22996021616665,0.14239535927017175,wallet,301.14769899827866,True,60.0,0,0.0,1.2686471905494827,-0.4529513484192186,0.09423975618350511,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.29616209405713445
328,1169,2024-01-09,EU,online,beauty,6,28.34994542857265,0.06631384538261317,card,158.81970918490055,False,60.0,0,0.0,1.955516270435505,-1.0260314086726252,-0.4929280930006355,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.13483322652269847
256,1169,2024-02-04,APAC,online,electronics,1,156.22456230895986,0.09573752547569185,card,141.26800929497702,True,26.0,1,158.81970918490055,-1.4788291289946056,0.7237863389658461,-0.5653368573442125,-1.4072191699189787,3.8587503349609804,1.8438672438787849,0.19722537338674978
721,1177,2024-02-03,NA,online,sports,3,101.83529385539684,0.11666427868062942,card,269.8642582605811,True,60.0,0,0.0,-0.10509096922256139,-0.020468537747803866,-0.034818699831496124,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.2416000082121655
543,1177,2024-02-16,NA,online,apparel,2,53.8392980464722,0.33936482455043937,wallet,71.1362682220247,False,13.0,1,269.8642582605811,-0.7919600491085834,-0.6772387970135356,-0.8546622642395036,-1.9004211867675367,3.8587503349609804,3.2542302755019383,0.713830712211766
931,1178,2024-05-09,EU,retail,electronics,5,233.43528350587312,0.028145842839401688,card,1134.3252535157283,False,60.0,0,0.0,1.2686471905494827,1.780326671631714,3.531477036889687,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.05389897177787115
809,1179,2024-04-03,NA,online,electronics,3,233.10872374830674,0.04783559034666233,card,665.8734909985485,False,60.0,0,0.0,-0.10509096922256139,1.7758580751784503,1.5988999365990595,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.09565056825740431
531,1179,2024-05-23,NA,retail,electronics,4,219.11045739763816,0.09375680634952037,cash,794.2694426970119,False,50.0,0,0.0,0.5817781106634606,1.5843078246742228,2.1285917765638454,-0.49669236958317875,-0.22458335282841688,-0.17328216500273388,0.19302531009671975
633,1182,2024-04-14,EU,retail,electronics,2,249.35064406530933,0.191538305664803,card,403.1808883692252,True,60.0,0,0.0,-0.7919600491085834,1.9981101617908015,0.5151731820464868,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.400368431234763
690,1188,2024-07-06,NA,online,home,6,95.31765059337116,0.008862318487483499,bank_transfer,566.8374912980042,True,60.0,0,0.0,1.955516270435505,-0.1096550247214985,1.1903312846268252,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.01300876091317366
842,1193,2024-06-06,EU,online,sports,5,113.34980391917253,0.16845644922689496,wallet,471.2764921519197,False,60.0,0,0.0,1.2686471905494827,0.13709435124839953,0.7960985942890609,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.3514239561652537
788,1197,2024-06-13,EU,online,electronics,2,211.50850978623282,0.04355150365519219,bank_transfer,404.5939922983469,False,60.0,0,0.0,-0.7919600491085834,1.4802838739358404,0.5210028800266522,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.08656627407030813
738,1199,2024-03-21,NA,online,electronics,1,201.52989105205614,0.048519613932502,bank_transfer,191.75173854235118,False,60.0,0,0.0,-1.4788291289946056,1.3437378995747773,-0.35706845729273545,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.0971010224457036
880,1200,2024-05-31,EU,online,home,2,72.08602764592077,0.2321006390674587,card,110.70962912293612,False,60.0,0,0.0,-0.7919600491085834,-0.42755319037480055,-0.6914041079510358,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.4863798021714128
436,1203,2024-01-30,LATAM,partner,electronics,5,208.50381101327562,0.07411523300057334,card,965.2525123925959,False,60.0,0,0.0,1.2686471905494827,1.4391680108545375,2.8339748948928403,-0.1173062027765955,-0.22458335282841688,-0.17328216500273388,0.15137586566448477
289,1203,2024-05-10,EU,online,apparel,3,43.79463921671649,0.13527275572493244,card,113.61125305167616,False,101.0,0,0.0,-0.10509096922256139,-0.8146884544832488,-0.6794335863156675,1.4381770811303958,-0.22458335282841688,-0.17328216500273388,0.2810587988526193
